year,category,nominee,film,won,total_nominations
2001,Other,Michael Dudok de Wit,Father and Daughter,True,1.0
2001,Other,Steffen Schäffler/Annette Schäffler,The Periwig-Maker,False,1.0
2001,Other,Don Hertzfeldt,Rejected,False,1.0
2001,Other,Peter Riegert/Ericka Frederick,By Courier,False,1.0
2001,Other,Joan Stein/Christina Lazaridi,One Day Crossing,False,1.0
2001,Other,Florian Gallenberger,Quiero Ser (I want to be...),True,1.0
2001,Other,Gail Lerner/Colin Campbell,Seraglio,False,1.0
2001,Other,Paulo Machline,A Soccer Story (Uma Historia de Futebol),False,1.0
2001,Other,Randy Thom/Tom Johnson/Dennis Sands/William B. Kaplan,Cast Away,False,2.0
2001,Other,Scott Millan/Bob Beemer/Ken Weston,Gladiator,True,12.0
2001,Other,Kevin O'Connell/Greg P. Russell/Lee Orloff,The Patriot,False,3.0
2001,Other,John Reitz/Gregg Rudloff/David Campbell/Keith A. Wester,The Perfect Storm,False,2.0
2001,Other,Steve Maslow/Gregg Landaker/Rick Kline/Ivan Sharrock,U-571,False,2.0
2001,Other,Alan Robert Murray/Bub Asman,Space Cowboys,False,1.0
2001,Other,Jon Johnson,U-571,True,2.0
2001,Other,John Nelson/Neil Corbould/Tim Burke/Rob Harvey,Gladiator,True,12.0
2001,Other,Scott E. Anderson/Craig Hayes/Scott Stokdyk/Stan Parks,Hollow Man,False,1.0
2001,Other,Stefen Fangmeier/Habib Zargarpour/John Frazier/Walt Conti,The Perfect Storm,False,2.0
2001,Other,Robert Nelson Jacobs,Chocolat,False,5.0
2001,Other,Wang Hui Ling/James Schamus/Tsai Kuo Jung,"Crouching Tiger, Hidden Dragon",False,10.0
2001,Other,Ethan Coen/Joel Coen,"O Brother, Where Art Thou?",False,2.0
2001,Other,Stephen Gaghan,Traffic,True,5.0
2001,Other,Steve Kloves,Wonder Boys,False,3.0
2001,Other,Cameron Crowe,Almost Famous,True,4.0
2001,Other,Lee Hall,Billy Elliot,False,3.0
2001,Other,Susannah Grant,Erin Brockovich,False,5.0
2001,Other,David Franzoni/John Logan/William Nicholson,Gladiator,False,12.0
2001,Other,Kenneth Lonergan,You Can Count on Me,False,2.0
2001,Other,Jack Cardiff,,True,
2001,Other,Ernest Lehman,,True,
2001,Other,Dino De Laurentiis,,True,
2001,Other,Irwin W. Young,,True,
2001,Other,Ioan Allen/Robin Bransbury/Mark Harrah,,True,
2001,Other,N. Paul Kenworthy Jr.,,True,
2002,Leading Actor,Russell Crowe,A Beautiful Mind,False,8.0
2002,Leading Actor,Sean Penn,I Am Sam,False,1.0
2002,Leading Actor,Will Smith,Ali,False,2.0
2002,Leading Actor,Denzel Washington,Training Day,True,2.0
2002,Leading Actor,Tom Wilkinson,In the Bedroom,False,5.0
2002,Supporting Actor,Jim Broadbent,Iris,True,3.0
2002,Supporting Actor,Ethan Hawke,Training Day,False,2.0
2002,Supporting Actor,Ben Kingsley,Sexy Beast,False,1.0
2002,Supporting Actor,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring,False,13.0
2002,Supporting Actor,Jon Voight,Ali,False,2.0
2002,Leading Actress,Halle Berry,Monster's Ball,True,2.0
2002,Leading Actress,Judi Dench,Iris,False,3.0
2002,Leading Actress,Nicole Kidman,Moulin Rouge,False,8.0
2002,Leading Actress,Sissy Spacek,In the Bedroom,False,5.0
2002,Leading Actress,Renée Zellweger,Bridget Jones's Diary,False,1.0
2002,Supporting Actress,Jennifer Connelly,A Beautiful Mind,True,8.0
2002,Supporting Actress,Helen Mirren,Gosford Park,False,7.0
2002,Supporting Actress,Maggie Smith,Gosford Park,False,7.0
2002,Supporting Actress,Marisa Tomei,In the Bedroom,False,5.0
2002,Supporting Actress,Kate Winslet,Iris,False,3.0
2002,Other,Steve Oedekerk/John A. Davis,Jimmy Neutron: Boy Genius,False,1.0
2002,Other,Pete Docter/John Lasseter,"Monsters, Inc.",False,4.0
2002,Other,Aron Warner,Shrek,True,2.0
2002,Other,Aline Bonetto/Marie-Laure Valla,Amélie,False,5.0
2002,Other,Stephen Altman/Anna Pinnock,Gosford Park,False,7.0
2002,Other,Stuart Craig/Stephenie McMillan,Harry Potter and the Sorcerer's Stone,False,3.0
2002,Other,Grant Major/Dan Hennah,The Lord of the Rings: The Fellowship of the Ring,False,13.0
2002,Other,Catherine Martin/Brigitte Broch,Moulin Rouge,True,8.0
2002,Cinematography,Bruno Delbonnel,Amélie,False,5.0
2002,Cinematography,Slawomir Idziak,Black Hawk Down,False,4.0
2002,Cinematography,Andrew Lesnie,The Lord of the Rings: The Fellowship of the Ring,True,13.0
2002,Cinematography,Roger Deakins,The Man Who Wasn't There,False,1.0
2002,Cinematography,Donald M. McAlpine,Moulin Rouge,False,8.0
2002,Other,Milena Canonero,The Affair of the Necklace,False,1.0
2002,Other,Jenny Beavan,Gosford Park,False,7.0
2002,Other,Judianna Makovsky,Harry Potter and the Sorcerer's Stone,False,3.0
2002,Other,Ngila Dickson/Richard Taylor,The Lord of the Rings: The Fellowship of the Ring,False,13.0
2002,Other,Catherine Martin/Angus Strathie,Moulin Rouge,True,8.0
2002,Director,Ron Howard,A Beautiful Mind,True,8.0
2002,Director,Ridley Scott,Black Hawk Down,False,4.0
2002,Director,Robert Altman,Gosford Park,False,7.0
2002,Director,Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,False,13.0
2002,Director,David Lynch,Mulholland Drive,False,1.0
2002,Other,Edet Belzberg,Children Underground,False,1.0
2002,Other,Susan Froemke/Deborah Dickson,LaLee's Kin: The Legacy of Cotton,False,1.0
2002,Other,Jean-Xavier de Lestrade/Denis Poncet,Murder on a Sunday Morning,True,1.0
2002,Other,Justine Shapiro/B.Z. Goldberg,Promises,False,1.0
2002,Other,Christian Frei,War Photographer,False,1.0
2002,Other,Lianne Klapper McNally,Artists and Orphans: A True Drama,False,1.0
2002,Other,Freida Lee Mock/Jessica Sanders,Sing!,False,1.0
2002,Other,Sarah Kernochan/Lynn Appelle,Thoth,True,1.0
2002,Film Editing,Mike Hill/Dan Hanley,A Beautiful Mind,False,8.0
2002,Film Editing,Pietro Scalia,Black Hawk Down,True,4.0
2002,Film Editing,John Gilbert,The Lord of the Rings: The Fellowship of the Ring,False,13.0
2002,Film Editing,Dody Dorn,Memento,False,2.0
2002,Film Editing,Jill Bilcock,Moulin Rouge,False,8.0
2002,Other,France,Amélie,False,5.0
2002,Other,Norway,Elling,False,1.0
2002,Other,India,Lagaan,False,1.0
2002,Other,Bosnia & Herzegovina,No Man's Land,True,1.0
2002,Other,Argentina,Son of the Bride,False,1.0
2002,Other,Greg Cannom/Colleen Callaghan,A Beautiful Mind,False,8.0
2002,Other,Peter Owen/Richard Taylor,The Lord of the Rings: The Fellowship of the Ring,True,13.0
2002,Other,Maurizio Silvi/Aldo Signoretti,Moulin Rouge,False,8.0
2002,Other,John Williams,A.I. Artificial Intelligence,False,2.0
2002,Other,James Horner,A Beautiful Mind,False,8.0
2002,Other,John Williams,Harry Potter and the Sorcerer's Stone,False,3.0
2002,Other,Howard Shore,The Lord of the Rings: The Fellowship of the Ring,True,13.0
2002,Other,Randy Newman,"Monsters, Inc.",False,4.0
2002,Other,Randy Newman,"Monsters, Inc.",True,4.0
2002,Other,Enya/Nicky Ryan/Roma Ryan,The Lord of the Rings: The Fellowship of the Ring,False,13.0
2002,Other,Diane Warren,Pearl Harbor,False,4.0
2002,Other,Sting,Kate & Leopold,False,1.0
2002,Other,Paul McCartney,Vanilla Sky,False,1.0
2002,Best Picture,Brian Grazer/Ron Howard,A Beautiful Mind,True,8.0
2002,Best Picture,Robert Altman/Bob Balaban/David Levy,Gosford Park,False,7.0
2002,Best Picture,Graham Leader/Ross Katz/Todd Field,In the Bedroom,False,5.0
2002,Best Picture,Peter Jackson/Fran Walsh/Barrie M. Osborne,The Lord of the Rings: The Fellowship of the Ring,False,13.0
2002,Best Picture,Martin Brown/Baz Luhrmann/Fred Baron,Moulin Rouge,False,8.0
2002,Other,Ruairi Robinson/Seamus Byrne,Fifty Percent Grey,False,1.0
2002,Other,Ralph Eggleston,For the Birds,True,1.0
2002,Other,Cathal Gaffney/Darragh O'Connell,Give Up Yer Aul Sins,False,1.0
2002,Other,Cordell Barker,Strange Invaders,False,1.0
2002,Other,Joseph E. Merideth,Stubble Trouble,False,1.0
2002,Other,Ray McKinnon/Lisa Blount,the accountant,True,1.0
2002,Other,Virgil Widrich,Copy Shop,False,1.0
2002,Other,Johannes Kiefer,Gregor's Greatest Invention,False,1.0
2002,Other,Slawomir Fabicki/Bogumil Godfrejow,A Man Thing (Meska Sprawa),False,1.0
2002,Other,Kalman Apple/Shameela Bakhsh,Speed for Thespians,False,1.0
2002,Other,Vincent Arnardi/Guillaume Leriche/Jean Umansky,Amélie,False,5.0
2002,Other,Michael Minkler/Myron Nettinga/Chris Munro,Black Hawk Down,True,4.0
2002,Other,Christopher Boyes/Michael Semanick/Gethin Creagh/Hammond Peek,The Lord of the Rings: The Fellowship of the Ring,False,13.0
2002,Other,Andy Nelson/Anna Behlmer/Roger Savage/Guntis Sics,Moulin Rouge,False,8.0
2002,Other,Kevin O'Connell/Greg P. Russell/Peter J. Devlin,Pearl Harbor,False,4.0
2002,Other,Gary Rydstrom/Michael Silvers,"Monsters, Inc.",False,4.0
2002,Other,George Watters II/Christopher Boyes,Pearl Harbor,True,4.0
2002,Other,Dennis Muren/Scott Farrar/Stan Winston/Michael Lantieri,A.I. Artificial Intelligence,False,2.0
2002,Other,Jim Rygiel/Randall William Cook/Richard Taylor/Mark Stetson,The Lord of the Rings: The Fellowship of the Ring,True,13.0
2002,Other,Eric Brevig/John Frazier/Ed Hirsh/Ben Snow,Pearl Harbor,False,4.0
2002,Other,Akiva Goldsman,A Beautiful Mind,True,8.0
2002,Other,Daniel Clowes/Terry Zwigoff,Ghost World,False,1.0
2002,Other,Rob Festinger/Todd Field,In the Bedroom,False,5.0
2002,Other,Fran Walsh/Philippa Boyens/Peter Jackson,The Lord of the Rings: The Fellowship of the Ring,False,13.0
2002,Other,Ted Elliott/Terry Rossio/Joe Stillman/Roger S.H. Schulman,Shrek,False,2.0
2002,Other,Guillaume Laurant/Jean-Pierre Jeunet,Amélie,False,5.0
2002,Other,Julian Fellowes,Gosford Park,True,7.0
2002,Other,Christopher Nolan/Jonathan Nolan,Memento,False,2.0
2002,Other,Milo Addica/Will Rokos,Monster's Ball,False,2.0
2002,Other,Wes Anderson/Owen Wilson,The Royal Tenenbaums,False,1.0
2002,Other,Arthur Hiller,,True,
2002,Other,Sidney Poitier,,True,
2002,Other,Robert Redford,,True,
2002,Other,Edmund M. Di Giulio,,True,
2002,Other,Rune Ericson,,True,
2002,Other,the American Society of Cinematographers,,True,
2002,Other,Ray Feeney,,True,
2003,Leading Actor,Adrien Brody,The Pianist,True,7.0
2003,Leading Actor,Nicolas Cage,Adaptation,False,4.0
2003,Leading Actor,Michael Caine,The Quiet American,False,1.0
2003,Leading Actor,Daniel Day-Lewis,Gangs of New York,False,10.0
2003,Leading Actor,Jack Nicholson,About Schmidt,False,2.0
2003,Supporting Actor,Chris Cooper,Adaptation,True,4.0
2003,Supporting Actor,Ed Harris,The Hours,False,9.0
2003,Supporting Actor,Paul Newman,Road to Perdition,False,6.0
2003,Supporting Actor,John C. Reilly,Chicago,False,13.0
2003,Supporting Actor,Christopher Walken,Catch Me If You Can,False,2.0
2003,Leading Actress,Salma Hayek,Frida,False,6.0
2003,Leading Actress,Nicole Kidman,The Hours,True,9.0
2003,Leading Actress,Diane Lane,Unfaithful,False,1.0
2003,Leading Actress,Julianne Moore,Far from Heaven,False,4.0
2003,Leading Actress,Renée Zellweger,Chicago,False,13.0
2003,Supporting Actress,Kathy Bates,About Schmidt,False,2.0
2003,Supporting Actress,Julianne Moore,The Hours,False,9.0
2003,Supporting Actress,Queen Latifah,Chicago,False,13.0
2003,Supporting Actress,Meryl Streep,Adaptation,False,4.0
2003,Supporting Actress,Catherine Zeta-Jones,Chicago,True,13.0
2003,Other,Chris Wedge,Ice Age,False,1.0
2003,Other,Chris Sanders,Lilo & Stitch,False,1.0
2003,Other,Jeffrey Katzenberg,Spirit: Stallion of the Cimarron,False,1.0
2003,Other,Hayao Miyazaki,Spirited Away,True,1.0
2003,Other,Ron Clements,Treasure Planet,False,1.0
2003,Other,John Myhre/Gordon Sim,Chicago,True,13.0
2003,Other,Felipe Fernandez del Paso/Hania Robledo,Frida,False,6.0
2003,Other,Dante Ferretti/Francesca Lo Schiavo,Gangs of New York,False,10.0
2003,Other,Grant Major/Dan Hennah/Alan Lee,The Lord of the Rings: The Two Towers,False,6.0
2003,Other,Dennis Gassner/Nancy Haigh,Road to Perdition,False,6.0
2003,Cinematography,Dion Beebe,Chicago,False,13.0
2003,Cinematography,Edward Lachman,Far from Heaven,False,4.0
2003,Cinematography,Michael Ballhaus,Gangs of New York,False,10.0
2003,Cinematography,Pawel Edelman,The Pianist,False,7.0
2003,Cinematography,Conrad L. Hall,Road to Perdition,True,6.0
2003,Other,Colleen Atwood,Chicago,True,13.0
2003,Other,Julie Weiss,Frida,False,6.0
2003,Other,Sandy Powell,Gangs of New York,False,10.0
2003,Other,Ann Roth,The Hours,False,9.0
2003,Other,Anna Sheppard,The Pianist,False,7.0
2003,Director,Rob Marshall,Chicago,False,13.0
2003,Director,Martin Scorsese,Gangs of New York,False,10.0
2003,Director,Stephen Daldry,The Hours,False,9.0
2003,Director,Roman Polanski,The Pianist,True,7.0
2003,Director,Pedro Almodóvar,Talk to Her,False,2.0
2003,Other,Michael Moore/Michael Donovan,Bowling for Columbine,True,1.0
2003,Other,Gail Dolgin/Vicente Franco,Daughter from Danang,False,1.0
2003,Other,Malcolm Clarke/Stuart Sender,Prisoner of Paradise,False,1.0
2003,Other,Jeffrey Blitz/Sean Welch,Spellbound,False,1.0
2003,Other,Jacques Perrin,Winged Migration,False,1.0
2003,Other,Alice Elliott,The Collector of Bedford Street,False,1.0
2003,Other,Robert Hudson/Bobby Houston,Mighty Times: The Legacy of Rosa Parks,False,1.0
2003,Other,Bill Guttentag/Robert David Port,Twin Towers,True,1.0
2003,Other,Roger Weisberg/Murray Nossel,Why Can't We Be a Family Again?,False,1.0
2003,Film Editing,Martin Walsh,Chicago,True,13.0
2003,Film Editing,Thelma Schoonmaker,Gangs of New York,False,10.0
2003,Film Editing,Peter Boyle,The Hours,False,9.0
2003,Film Editing,Michael Horton,The Lord of the Rings: The Two Towers,False,6.0
2003,Film Editing,Hervé de Luze,The Pianist,False,7.0
2003,Other,Mexico,El Crimen del Padre Amaro,False,1.0
2003,Other,People's Republic of China,Hero,False,1.0
2003,Other,Finland,The Man without a Past,False,1.0
2003,Other,Germany,Nowhere in Africa,True,1.0
2003,Other,The Netherlands,Zus & Zo,False,1.0
2003,Other,John Jackson/Beatrice De Alba,Frida,True,6.0
2003,Other,John M. Elliott Jr./Barbara Lorenz,The Time Machine,False,1.0
2003,Other,John Williams,Catch Me If You Can,False,2.0
2003,Other,Elmer Bernstein,Far from Heaven,False,4.0
2003,Other,Elliot Goldenthal,Frida,True,6.0
2003,Other,Philip Glass,The Hours,False,9.0
2003,Other,Thomas Newman,Road to Perdition,False,6.0
2003,Other,Elliot Goldenthal/Julie Taymor,Frida,False,6.0
2003,Other,Paul Simon,The Wild Thornberrys Movie,False,1.0
2003,Other,Bono/The Edge/Adam Clayton/Larry Mullen,Gangs of New York,False,10.0
2003,Other,John Kander/Fred Ebb,Chicago,False,13.0
2003,Other,Eminem/Jeff Bass/Luis Resto,8 Mile,True,1.0
2003,Best Picture,Martin Richards,Chicago,True,13.0
2003,Best Picture,Alberto Grimaldi/Harvey Weinstein,Gangs of New York,False,10.0
2003,Best Picture,Scott Rudin/Robert Fox,The Hours,False,9.0
2003,Best Picture,Barrie M. Osborne/Fran Walsh/Peter Jackson,The Lord of the Rings: The Two Towers,False,6.0
2003,Best Picture,Roman Polanski/Robert Benmussa/Alain Sarde,The Pianist,False,7.0
2003,Other,Tomek Baginski,The Cathedral,False,1.0
2003,Other,Eric Armstrong,The ChubbChubbs!,True,1.0
2003,Other,Chris Stenner/Heidi Wittlinger,Das Rad,False,1.0
2003,Other,Pete Docter/Roger Gould,Mike's New Car,False,1.0
2003,Other,Koji Yamamura,Mt. Head,False,1.0
2003,Other,Dirk Beliën/Anja Daelemans,Fait D'Hiver,False,1.0
2003,Other,Philippe Orreindy/Thomas Gaudin,I'll Wait for the Next One... (J'Attendrai Le Suivant...),False,1.0
2003,Other,Steven Pasvolsky/Joe Weatherstone,Inja (Dog),False,1.0
2003,Other,Lexi Alexander/Alexander Buono,Johnny Flynton,False,1.0
2003,Other,Martin Strange-Hansen/Mie Andreasen,This Charming Man (Der Er En Yndig Mand),True,1.0
2003,Other,Michael Minkler/Dominick Tavella/David Lee,Chicago,True,13.0
2003,Other,Tom Fleischman/Eugene Gearty/Ivan Sharrock,Gangs of New York,False,10.0
2003,Other,Christopher Boyes/Michael Semanick/Michael Hedges/Hammond Peek,The Lord of the Rings: The Two Towers,False,6.0
2003,Other,Scott Millan/Bob Beemer/John Patrick Pritchett,Road to Perdition,False,6.0
2003,Other,Kevin O'Connell/Greg P. Russell/Ed Novick,Spider-Man,False,2.0
2003,Other,Ethan Van der Ryn/Michael Hopkins,The Lord of the Rings: The Two Towers,True,6.0
2003,Other,Richard Hymns/Gary Rydstrom,Minority Report,False,1.0
2003,Other,Scott A. Hecker,Road to Perdition,False,6.0
2003,Other,Jim Rygiel/Joe Letteri/Randall William Cook/Alex Funke,The Lord of the Rings: The Two Towers,True,6.0
2003,Other,John Dykstra/Scott Stokdyk/Anthony LaMolinara/John Frazier,Spider-Man,False,2.0
2003,Other,Rob Coleman/Pablo Helman/John Knoll/Ben Snow,Star Wars Episode II Attack of the Clones,False,1.0
2003,Other,Peter Hedges/Chris Weitz/Paul Weitz,About a Boy,False,1.0
2003,Other,Charlie Kaufman/Donald Kaufman,Adaptation,False,4.0
2003,Other,Bill Condon,Chicago,False,13.0
2003,Other,David Hare,The Hours,False,9.0
2003,Other,Ronald Harwood,The Pianist,True,7.0
2003,Other,Todd Haynes,Far from Heaven,False,4.0
2003,Other,Jay Cocks/Steve Zaillian/Kenneth Lonergan,Gangs of New York,False,10.0
2003,Other,Nia Vardalos,My Big Fat Greek Wedding,False,1.0
2003,Other,Pedro Almodóvar,Talk to Her,True,2.0
2003,Other,Carlos Cuarón/Alfonso Cuarón,Y Tu Mamá También,False,1.0
2003,Other,Peter O'Toole,,True,
2003,Other,Curt R. Behlmer,,True,
2003,Other,Richard B. Glickman,,True,
2004,Leading Actor,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,False,5.0
2004,Leading Actor,Ben Kingsley,House of Sand and Fog,False,3.0
2004,Leading Actor,Jude Law,Cold Mountain,False,7.0
2004,Leading Actor,Bill Murray,Lost in Translation,False,4.0
2004,Leading Actor,Sean Penn,Mystic River,True,6.0
2004,Supporting Actor,Alec Baldwin,The Cooler,False,1.0
2004,Supporting Actor,Benicio Del Toro,21 Grams,False,2.0
2004,Supporting Actor,Djimon Hounsou,In America,False,3.0
2004,Supporting Actor,Tim Robbins,Mystic River,True,6.0
2004,Supporting Actor,Ken Watanabe,The Last Samurai,False,4.0
2004,Leading Actress,Keisha Castle-Hughes,Whale Rider,False,1.0
2004,Leading Actress,Diane Keaton,Something's Gotta Give,False,1.0
2004,Leading Actress,Samantha Morton,In America,False,3.0
2004,Leading Actress,Charlize Theron,Monster,True,1.0
2004,Leading Actress,Naomi Watts,21 Grams,False,2.0
2004,Supporting Actress,Shohreh Aghdashloo,House of Sand and Fog,False,3.0
2004,Supporting Actress,Patricia Clarkson,Pieces of April,False,1.0
2004,Supporting Actress,Marcia Gay Harden,Mystic River,False,6.0
2004,Supporting Actress,Holly Hunter,Thirteen,False,1.0
2004,Supporting Actress,Renée Zellweger,Cold Mountain,True,7.0
2004,Other,Aaron Blaise/Robert Walker,Brother Bear,False,1.0
2004,Other,Andrew Stanton,Finding Nemo,True,4.0
2004,Other,Sylvain Chomet,The Triplets of Belleville,False,2.0
2004,Other,Ben Van Os/Cecile Heideman,Girl with a Pearl Earring,False,3.0
2004,Other,Lilly Kilvert/Gretchen Rau,The Last Samurai,False,4.0
2004,Other,Grant Major/Dan Hennah/Alan Lee,The Lord of the Rings: The Return of the King,True,11.0
2004,Other,William Sandell/Robert Gould,Master and Commander: The Far Side of the World,False,10.0
2004,Other,Jeannine Oppewall/Leslie Pope,Seabiscuit,False,7.0
2004,Cinematography,Cesar Charlone,City of God,False,4.0
2004,Cinematography,John Seale,Cold Mountain,False,7.0
2004,Cinematography,Eduardo Serra,Girl with a Pearl Earring,False,3.0
2004,Cinematography,Russell Boyd,Master and Commander: The Far Side of the World,True,10.0
2004,Cinematography,John Schwartzman,Seabiscuit,False,7.0
2004,Other,Dien van Straalen,Girl with a Pearl Earring,False,3.0
2004,Other,Ngila Dickson,The Last Samurai,False,4.0
2004,Other,Ngila Dickson/Richard Taylor,The Lord of the Rings: The Return of the King,True,11.0
2004,Other,Wendy Stites,Master and Commander: The Far Side of the World,False,10.0
2004,Other,Judianna Makovsky,Seabiscuit,False,7.0
2004,Director,Fernando Meirelles,City of God,False,4.0
2004,Director,Peter Jackson,The Lord of the Rings: The Return of the King,True,11.0
2004,Director,Sofia Coppola,Lost in Translation,False,4.0
2004,Director,Peter Weir,Master and Commander: The Far Side of the World,False,10.0
2004,Director,Clint Eastwood,Mystic River,False,6.0
2004,Other,Carlos Bosch/Josep Maria Domenech,Balseros,False,1.0
2004,Other,Andrew Jarecki/Marc Smerling,Capturing the Friedmans,False,1.0
2004,Other,Errol Morris/Michael Williams,The Fog of War,True,1.0
2004,Other,Nathaniel Kahn/Susan R. Behr,My Architect,False,1.0
2004,Other,Sam Green/Bill Siegel,The Weather Underground,False,1.0
2004,Other,Sandy McLeod/Gini Reticker,Asylum,False,1.0
2004,Other,Maryann DeLeo,Chernobyl Heart,True,1.0
2004,Other,Katja Esson,Ferry Tales,False,1.0
2004,Film Editing,Daniel Rezende,City of God,False,4.0
2004,Film Editing,Walter Murch,Cold Mountain,False,7.0
2004,Film Editing,Jamie Selkirk,The Lord of the Rings: The Return of the King,True,11.0
2004,Film Editing,Lee Smith,Master and Commander: The Far Side of the World,False,10.0
2004,Film Editing,William Goldenberg,Seabiscuit,False,7.0
2004,Other,Canada,The Barbarian Invasions,True,2.0
2004,Other,Sweden,Evil,False,1.0
2004,Other,Japan,The Twilight Samurai,False,1.0
2004,Other,The Netherlands,Twin Sisters,False,1.0
2004,Other,Czech Republic,Zelary,False,1.0
2004,Other,Richard Taylor/Peter King,The Lord of the Rings: The Return of the King,True,11.0
2004,Other,Edouard Henriques III/Yolanda Toussieng,Master and Commander: The Far Side of the World,False,10.0
2004,Other,Ve Neill/Martin Samuel,Pirates of the Caribbean: The Curse of the Black Pearl,False,5.0
2004,Other,Danny Elfman,Big Fish,False,1.0
2004,Other,Gabriel Yared,Cold Mountain,False,7.0
2004,Other,Thomas Newman,Finding Nemo,False,4.0
2004,Other,James Horner,House of Sand and Fog,False,3.0
2004,Other,Howard Shore,The Lord of the Rings: The Return of the King,True,11.0
2004,Other,Benoît Charest/Sylvain Chomet,The Triplets of Belleville,False,2.0
2004,Other,Fran Walsh/Howard Shore/Annie Lennox,The Lord of the Rings: The Return of the King,True,11.0
2004,Other,Michael McKean/Annette O'Toole,A Mighty Wind,False,1.0
2004,Other,T Bone Burnett/Elvis Costello,Cold Mountain,False,7.0
2004,Other,Sting,Cold Mountain,False,7.0
2004,Best Picture,Barrie M. Osborne/Peter Jackson/Fran Walsh,The Lord of the Rings: The Return of the King,True,11.0
2004,Best Picture,Ross Katz/Sofia Coppola,Lost in Translation,False,4.0
2004,Best Picture,Samuel Goldwyn Jr./Peter Weir/Duncan Henderson,Master and Commander: The Far Side of the World,False,10.0
2004,Best Picture,Robert Lorenz/Judie G. Hoyt/Clint Eastwood,Mystic River,False,6.0
2004,Best Picture,Kathleen Kennedy/Frank Marshall/Gary Ross,Seabiscuit,False,7.0
2004,Other,Bud Luckey,Boundin',False,1.0
2004,Other,Dominique Monfery/Roy Edward Disney,Destino,False,1.0
2004,Other,Carlos Saldanha/John C. Donkin,Gone Nutty,False,1.0
2004,Other,Adam Elliot,Harvie Krumpet,True,1.0
2004,Other,Chris Hinton,Nibbles,False,1.0
2004,Other,Florian Baxmeyer,Die Rote Jacke (The Red Jacket),False,1.0
2004,Other,Bobby Garabedian/William Zabka,Most (The Bridge),False,1.0
2004,Other,Lionel Bailliu,Squash,False,1.0
2004,Other,Stefan Arsenijevi¿,(A) Torzija [(A) Torsion],False,1.0
2004,Other,Aaron Schneider/Andrew J. Sacks,Two Soldiers,True,1.0
2004,Other,Gary Rydstrom/Michael Silvers,Finding Nemo,False,4.0
2004,Other,Richard King,Master and Commander: The Far Side of the World,True,10.0
2004,Other,Christopher Boyes/George Watters II,Pirates of the Caribbean: The Curse of the Black Pearl,False,5.0
2004,Other,Andy Nelson/Anna Behlmer/Jeff Wexler,The Last Samurai,False,4.0
2004,Other,Christopher Boyes/Michael Semanick/Michael Hedges/Hammond Peek,The Lord of the Rings: The Return of the King,True,11.0
2004,Other,Paul Massey/D.M. Hemphill/Arthur Rochester,Master and Commander: The Far Side of the World,False,10.0
2004,Other,Christopher Boyes/David Parker/David Campbell/Lee Orloff,Pirates of the Caribbean: The Curse of the Black Pearl,False,5.0
2004,Other,Andy Nelson/Anna Behlmer/Tod A. Maitland,Seabiscuit,False,7.0
2004,Other,Jim Rygiel/Joe Letteri/Randall William Cook/Alex Funke,The Lord of the Rings: The Return of the King,True,11.0
2004,Other,Dan Sudick/Stefen Fangmeier/Nathan McGuinness/Robert Stromberg,Master and Commander: The Far Side of the World,False,10.0
2004,Other,John Knoll/Hal Hickel/Charles Gibson/Terry Frazee,Pirates of the Caribbean: The Curse of the Black Pearl,False,5.0
2004,Other,Robert Pulcini/Shari Springer Berman,American Splendor,False,1.0
2004,Other,Braulio Mantovani,City of God,False,4.0
2004,Other,Fran Walsh/Philippa Boyens/Peter Jackson,The Lord of the Rings: The Return of the King,True,11.0
2004,Other,Brian Helgeland,Mystic River,False,6.0
2004,Other,Gary Ross,Seabiscuit,False,7.0
2004,Other,Denys Arcand,The Barbarian Invasions,False,2.0
2004,Other,Steven Knight,Dirty Pretty Things,False,1.0
2004,Other,Andrew Stanton/Bob Peterson/David Reynolds,Finding Nemo,False,4.0
2004,Other,Jim Sheridan/Naomi Sheridan/Kirsten Sheridan,In America,False,3.0
2004,Other,Sofia Coppola,Lost in Translation,True,4.0
2004,Other,Blake Edwards,,True,
2004,Other,Peter D. Parks,,True,
2004,Other,Douglas Greenfield,,True,
2005,Leading Actor,Don Cheadle,Hotel Rwanda,False,3.0
2005,Leading Actor,Johnny Depp,Finding Neverland,False,7.0
2005,Leading Actor,Leonardo DiCaprio,The Aviator,False,11.0
2005,Leading Actor,Clint Eastwood,Million Dollar Baby,False,7.0
2005,Leading Actor,Jamie Foxx,Ray,True,6.0
2005,Supporting Actor,Alan Alda,The Aviator,False,11.0
2005,Supporting Actor,Thomas Haden Church,Sideways,False,5.0
2005,Supporting Actor,Jamie Foxx,Collateral,False,2.0
2005,Supporting Actor,Morgan Freeman,Million Dollar Baby,True,7.0
2005,Supporting Actor,Clive Owen,Closer,False,2.0
2005,Leading Actress,Annette Bening,Being Julia,False,1.0
2005,Leading Actress,Catalina Sandino Moreno,Maria Full of Grace,False,1.0
2005,Leading Actress,Imelda Staunton,Vera Drake,False,3.0
2005,Leading Actress,Hilary Swank,Million Dollar Baby,True,7.0
2005,Leading Actress,Kate Winslet,Eternal Sunshine of the Spotless Mind,False,2.0
2005,Supporting Actress,Cate Blanchett,The Aviator,True,11.0
